year,cowl,rhinestone,sequin,slub,split,bright,strap,pattern,leopard,performance,cinch,embroider,high low
2014-07,0.26573998364677026,0.12264922322158626,2.493867538838921,0.07154538021259198,0.030662305805396566,0.23507767784137368,0.8687653311529027,0.26573998364677026,0.14309076042518395,0.1635322976287817,0.030662305805396566,0.705233033524121,0.43949304987735077
2014-08,0.2866179086776043,0.08895038545167029,2.391777031033801,0.0098833761612967,0.0,0.1581340185807472,1.2650721486459775,0.21743427554852737,0.18778414706463728,0.0790670092903736,0.0098833761612967,0.8302035975489227,0.494168808064835
2014-09,0.24994792751510103,0.29160591543428455,2.457821287231827,0.0,0.12497396375755052,0.18746094563632576,0.9789627161008124,0.35409289731305976,0.083315975838367,0.24994792751510103,0.083315975838367,1.0831076858987712,1.1247656738179548
2014-10,0.24085224641037517,0.25011579434923575,3.9462714219546084,0.037054191755442334,0.009263547938860583,0.13895321908290875,2.22325150532654,0.29643353404353867,0.10189902732746642,0.2686428902269569,0.08337193144974525,0.6021306160259379,0.48170449282075034
2014-11,0.30018398373196475,0.2130337949065556,4.493076401665537,0.05810012588360608,0.0,0.1839837319647526,3.205190277912269,0.5325844872663891,0.24208385784835867,0.2130337949065556,0.019366708627868694,0.6100513217778638,0.30986733804589905
2014-12,0.11780545270952542,0.13463480309660047,3.895994614607876,0.05048805116122518,0.05048805116122518,0.12622012790306295,3.5509929316728375,0.71524739145069,0.2524402558061259,0.4628071356445641,0.03365870077415012,0.8751262201279031,0.23561090541905083
2015-01,0.144248106743599,0.09015506671474938,2.6595744680851063,0.009015506671474938,0.0991705733862243,0.08113956004327444,2.4972953479985573,0.7032095203750451,0.18932564010097366,0.5138838802740714,0.03606202668589975,0.7843490804183195,0.34258925351604763
2015-02,0.14042867701404288,0.06651884700665188,4.575018477457502,0.007390983000739098,0.28085735402808576,0.14042867701404288,2.0325203252032518,0.524759793052476,0.10347376201034737,0.6134515890613452,0.044345898004434586,1.0125646711012566,0.672579453067258
2015-03,0.049265496237907554,0.06718022214260122,6.771766391974203,0.004478681476173414,0.6001433178072376,0.36277319957004656,1.4869222500895736,0.28215693299892514,0.058222859190254383,0.6628448584736654,0.19706198495163021,1.6033679684700823,0.8554281619491223
2015-04,0.0982994200334218,0.07863953602673744,6.477931780202496,0.0,0.17693895606015925,0.30472820210360757,0.8650348962941118,0.3391329991153052,0.18185392706183032,0.8502899832890987,0.15236410105180379,2.4771453848422293,0.9092696353091516
2015-05,0.10228435049437436,0.2873703180556232,4.929131557157469,0.1412498173493741,0.37504261847937265,0.06818956699624958,0.6039647362524961,0.21918075105937362,0.18021528420437388,0.7598266036724952,0.0633188836393746,3.9111587355706003,1.4904291072037406
2015-06,0.1781895937277263,0.2405559515324305,4.044903777619387,0.12027797576621525,0.12473271560940842,0.013364219529579474,0.9354953670705631,0.29401282965074843,0.11136849607982895,0.5390235210263721,0.11136849607982895,3.3143264433357094,1.4878831076265147
2015-07,0.1513211500407403,0.39576300779885926,3.402785861172545,0.11640088464672331,0.38800294882241104,0.13968106157606797,1.1096884336320956,0.3375625654754976,0.08924067822915455,0.9661273425678036,0.20176153338765374,2.5026190199045515,1.1756489349319055
2015-08,0.13967825835661304,0.20229265003371544,3.2944803005490804,0.11077930835179654,0.997013775166169,0.1204122916867354,0.7850881417975146,0.428667758404778,0.07224737501204122,0.29862248338310377,0.2745400250457567,2.042192467007032,2.2252191503708696
2015-09,0.07501213431584522,0.11031196222918414,4.293341569959846,0.030887349424171557,1.6855667828619334,0.05294974187000838,1.1340069717160128,0.46772271985174074,0.11031196222918414,0.4324228919384018,0.2956360587742135,2.245951550986189,3.463795613996382
2015-10,0.0269158303533664,0.30376437113084936,4.71027031183912,0.0,1.9264044295766523,0.09228284692582767,0.6844311146998885,0.5344714884454186,0.08074749106009921,1.361171992155958,0.28453877802130195,3.0684046602837696,3.9835428922982277
2015-11,0.03979571532798302,0.22882536313590238,3.75737878888373,0.12601976520527958,1.777541951316575,0.023214167274656763,0.42780393977581743,0.6765271605757114,0.016581548053326258,1.197187769450156,0.31173310340253363,3.057637461033362,3.6081448564037935
2015-12,0.04269550985554686,0.024905714082402334,2.341137123745819,0.12097061125738277,1.746957944922792,0.12808652956664057,0.27752081406105455,0.633316729523945,0.074717142247207,0.636874688678574,0.3415640788443749,2.2593040631893544,2.430086102611542
2016-01,0.05168849069607167,0.05599586492074432,1.4386629910406616,0.14645072363886977,1.817711922811854,0.13783597518952445,0.38766368022053754,0.3747415575465196,0.11199172984148864,0.9303928325292902,0.4005858028945554,2.0976912474155753,1.9555478980013785
2016-02,0.050604959286010026,0.06900676266274094,0.6302617656530339,0.4186410268206284,0.7544739384459677,0.33123246078115653,0.6532640198739477,0.28062750149514654,0.16561623039057827,1.789575378387082,0.17481713207894373,1.3019275889037125,2.226618208584441
2016-03,0.08968609865470852,0.07745617611088464,0.8438646555238483,1.6714227476559314,0.8683245006114961,0.028536485935589072,0.4280472890338361,0.4239706481858948,0.14675907052588666,1.4961271911944558,0.016306563391765186,1.2189156135344477,1.720342437831227
2016-04,0.16349711728766886,0.05593322433525514,1.213320712503227,1.1444798210136822,1.135874709577489,0.0430255571809655,0.36571723603820666,0.4216504603734618,0.11616900438860683,0.8260906978745375,0.0,1.2649513811203854,1.7167197315205232
2016-05,0.14217777124086875,0.06373486297004462,0.9756336716183752,0.23042604304554593,1.5247340295141443,0.6765700838358583,0.6226405843996666,0.558905721429622,0.07844290827082415,0.4069225866549002,0.004902681766926509,1.745354709025837,1.6227876648526742
2016-06,0.10049719665714589,0.06876123981804717,1.1266264677880038,0.2962022638315878,0.8674494869353644,0.6505871152015233,0.7881095948376178,0.7828202686977679,0.16925843647519306,0.35967417750978525,0.015867978419549348,2.0416798899820163,0.9573680313128108
2016-07,0.10625298836529778,0.06906444243744356,1.2484726132922488,0.29750836742283376,0.5206396429899591,0.29750836742283376,0.8181480104127928,0.49938904531689954,0.15937948254794665,0.1859427296392711,0.11156563778356265,1.8806778940657707,0.9669021941242097
2016-08,0.16559032952475575,0.04967709885742673,1.7552574929624112,0.49677098857426727,0.24286581663630846,0.08279516476237787,0.35877904730363747,0.3256609813986863,0.14903129657228018,0.14351161892145498,0.14903129657228018,2.152674283821825,1.1591323066732904
2016-09,0.07299714094531298,0.0973295212604173,1.6850173368209744,3.6133584767929925,0.1034126163391934,0.07908023602408906,0.34065332441146057,0.40148427519922136,0.15207737696940204,0.14599428189062597,0.14599428189062597,1.3200316320944097,0.5900602226412799
2016-10,0.10193679918450561,0.15022265142979774,1.5987982187885614,3.4443907934975053,0.1931434089811685,0.037555662857449434,0.5257792800042921,0.7296528783733033,0.19850850367508985,0.11803208326626966,0.005365094693921348,1.292987821235045,0.879875529803101
2016-11,0.14505893019038985,0.08612873980054396,0.9791477787851315,4.981867633726201,0.34451495920217584,0.031731640979147775,0.6754306436990027,1.0471441523118767,0.1314596554850408,0.16772438803263826,0.11332728921124206,1.1196736174070716,1.201269265639166
2016-12,0.08050233456770246,0.0885525680244727,1.501368539687651,3.554178071164064,0.4387377233939785,0.06842698438254709,1.2316857188858477,2.407019803574304,0.12477861857993881,0.26565770407341815,0.21333118660441155,1.0143294155530511,0.6681693769119303
2017-01,0.02362470469119136,0.05737428282146473,1.380357745528181,2.794465069186635,0.34424569692878837,0.14512318596017548,1.3668579142760715,2.8518393520081,0.05062436719541006,0.3982450219372258,0.2564967937900776,1.2284846439419508,0.8471144110698616
2017-02,0.12466822166814125,0.060323333065229634,1.274833105445186,0.7600739966218933,0.03619399983913778,0.32574599855224,0.647470441566798,2.1997908791120406,0.22118555457250866,0.164883777044961,0.052280221989865684,1.4397168824901472,1.0737553285610875
2017-03,0.13454975059070623,0.013126804935678657,0.8959044368600683,0.1181412444211079,0.14111315305854555,0.2986348122866894,0.5185087949593069,1.4767655552638488,0.17064846416382254,0.12470464688894722,0.016408506169598318,0.7876082961407193,0.3084799159884484
2017-04,0.04716285924834193,0.032424465733235076,1.002210759027266,0.0,0.2417096536477524,0.38614591009579957,0.30361090641120114,0.636698599852616,0.12380250552689756,0.09432571849668386,0.0029476787030213707,0.8076639646278555,0.15327929255711126
2017-05,0.13048887809911086,0.030346250720723455,1.098534276090189,0.027311625648651108,0.28222013170272814,0.2791855066306558,0.31863563256759625,0.32773950778381333,0.1942160046126301,0.2852547567748005,0.009103875216217036,0.8557642703244014,0.28525475677480044
2017-06,0.10741434394623774,0.1569901949983475,1.6084609452462268,0.3277514597333921,0.4131320921009144,0.3305056736807315,0.22859975762917262,0.33876831552274983,0.7794425470970585,0.410377878153575,0.013771069736697146,1.5368513826154016,0.685799272887518
2017-07,0.0737369371201912,0.21104019934399554,1.6272979226524955,0.30766101350148745,0.2695212184393196,0.3661420325968115,0.33054489053878816,1.4442269063540898,0.7399120242060566,0.22121081136057363,0.020341224033156195,2.0239517912990412,0.7704238602557909
2017-08,0.1579719411742581,0.302779553917328,1.7076014593598376,0.17489750630007148,0.1542107044796329,0.43066160153458455,0.2820927520968895,3.144393876706661,0.5792304509722797,0.2820927520968895,0.12976266596456915,1.715123932749088,0.5265731372475271
2017-09,0.41443428931610465,0.3592814371257485,1.3945792625275764,0.011030570438071225,0.14970059880239522,0.5247399936968169,0.505830444374409,4.450047273873306,0.2017018594390167,0.1827923101166089,0.11345729593444691,2.092656791679798,0.8950520012606366
2017-10,0.39448283580001675,0.6183028844808773,1.4828078225107015,0.04056738382340598,0.0657471393000028,0.6308927622191758,0.6504770164787511,5.780152757183225,0.3105503175446941,0.1496796575553255,0.18744929077022074,1.9290490445681672,0.5021962342276809
2017-11,0.4014625589841145,0.45704968253576106,1.3835017417298712,0.05064604590261136,0.02347011883291746,0.5892235096474541,0.5459890802183957,7.276972107616671,0.4409911801763965,0.061763470612940685,0.35452232131827954,2.001136447859278,0.44099118017639644
2017-12,0.3306458018905394,0.49547223766780524,1.050520295496068,0.047660656128366036,0.016879815712129636,0.5619985701803162,0.44582572086742395,7.542298832313925,0.49348637699578995,0.13702438636905234,0.9323615855111606,1.9401858765589006,0.3505044086106919
2018-01,0.2733339352699275,0.6123336808149127,0.9061881817957957,0.09521542489883361,0.20356401185267875,0.63203342389743,0.36280360176969356,7.134590286385015,0.546667870539855,0.28236298418274797,1.1516141476988238,1.766410296399051,0.624646020241486
2018-02,0.19003899501456142,0.8967207989864587,0.6844694539052603,0.5075933330042615,0.31015022130082104,0.8160981950408872,0.45247379765371765,6.302548661500238,0.44753771986113167,0.30192342497984437,1.0036691511591556,1.6782664494792439,0.6836467742731624
2018-03,0.23069824669332512,0.8243617348508151,0.7128575822823746,0.7305444478621963,0.464472470009228,1.0689018763457399,0.43601968625038445,6.597200861273454,0.36142725315287605,0.26760996616425714,0.8897262380805906,1.543371270378345,0.885112273146724
2018-04,0.291042622109618,0.8049773900772907,0.7528623200025657,0.7600782527821429,0.3936692216413842,1.4383759340624098,0.3712196529938103,6.438215580000642,0.5187453898207242,0.11064430262018538,0.5564285943362945,1.4496007183861968,0.9180270036240018
2018-05,0.24528709388787756,0.7173490481626609,0.94952330998735,0.4658912097744593,0.252229181450742,1.3814754250100274,0.2730554441393354,5.673228224985345,0.7543735151646046,0.05013729906513221,0.4489216623985684,1.2117799512511185,0.6402147419086113
2018-06,0.15969044621195835,0.7677425298651844,0.9819426956975708,0.49596167429290916,0.0982710438227436,1.1462395970887203,0.26256794521389304,5.053281331572644,0.7877038356416791,0.054509719620428096,0.6679360009827104,1.269846144397015,0.37849706722353593
2018-07,0.12638101838639978,0.5870602144400505,0.8324839985323496,0.7664397244078438,0.04729096171878185,0.638427983203555,0.41094215010803536,4.04174650413796,0.5593379265359371,0.06196746707978311,0.834930082759183,1.1586285621101553,0.13861143952056748
2018-08,0.09587093788224405,0.31405996892459254,0.6909319316341036,0.7801910806968826,0.05289431055572085,0.5066283182915138,0.8644913881450627,3.2653972032133294,0.3991867499752058,0.05785315217031968,0.8082911831796092,1.207477933154815,0.18595656054745613
2018-09,0.09605790281025213,0.3053003112573905,0.6820855734433408,0.5145427197045289,0.07446349055058304,0.4214633565163,0.9144116639611599,3.364260503075342,0.3194483744620013,0.06999568111754807,0.7334653819232431,1.1236540724082982,0.2993432320133439
2018-10,0.09892291171780937,0.3651036412742833,1.1356610588656406,0.2577202173700823,0.08330350460447106,0.42823207835735905,0.8493052617877713,3.8879307539617978,0.3885327519442908,0.057271159415573855,0.6443005434252058,1.0835963684878462,0.3091340991181543
2018-11,0.06637038032748321,0.5124801518957566,1.2753194599635385,0.14030194322392023,0.295726251585748,0.3326920330339665,0.4738341076544372,3.4478992514429256,0.3906610993959455,0.07057103731023531,0.4150249098959077,1.2769997227566392,0.3032874341547018
2018-12,0.06571775384448861,0.4051306237001415,1.1326648162608917,0.12911605755328937,0.4507464763686689,0.3185378186344624,0.3053942678655647,3.6098375611754974,0.34869067039840423,0.06803720398017643,0.20952366225713426,1.620522494800566,0.32008411872492093
2019-01,0.08972633467922835,0.3212202781516375,1.0094212651413188,0.14445939883355766,0.41543292956482725,0.294302377747869,0.4351727231942575,3.308209959623149,0.30148048452220727,0.07267833109017498,0.2288021534320323,1.7694033198743833,0.3086585912965455
2019-02,0.09712589431061135,0.2763300091654013,0.7715352731152788,0.30779332704066975,0.20793149204525246,0.23118698786610303,0.585491306548474,2.4062598322868363,0.2982175346438489,0.19014787759401375,0.2886417422470281,1.236645189532291,0.4582700647049972
2019-03,0.060000292684354556,1.2804940511904936,0.9878096966326666,0.26926960619320095,0.10829321118639604,0.23122064010068344,0.6446372909136142,2.686842374840853,0.24878170137415304,0.22829379655510515,0.26561105176122807,1.2753720749857316,0.3965873004258557
2019-04,0.029304744926616035,1.2539988766514445,1.191115778163081,0.1739969230017827,0.06654619160419058,0.2381010525287553,0.6001367554763242,2.5458497154997684,0.18742826442648172,0.1831546557913502,0.1636181591736062,1.1844001074507313,0.3412781752912159
2019-05,0.01943422699177126,0.9418490007963293,1.2798149482385954,0.22562663531910054,0.11470933980508892,0.27018315573925905,0.43134503811004515,2.2780706078647,0.21709453566417658,0.1094952789048576,0.06351674187554511,1.1380872928595807,0.3701983239164233
2019-06,0.041259932722039115,0.5732703593497435,1.2062462684031434,0.1927081563605827,0.1815437039769721,0.2461033634126333,0.33833144832072076,1.4669119610117907,0.29318822781307796,0.04902650829324647,0.07475328987287086,0.9159705064292682,0.39512453218517457
2019-07,0.04789169634954097,0.5896665113037232,0.9381641231329723,0.09663860156246659,0.14110946245846892,0.1791662568790863,0.2672527698077063,0.9103698350729708,0.31599967502063186,0.013683341814154561,0.09578339269908194,0.8676093919037376,0.3916856594301743
2019-08,0.09157585742600755,0.6619387319879907,0.726334540406279,0.035124986409975495,0.05686902561615081,0.0957574034271951,0.3035802396862168,0.7656410728174421,0.2571650790730349,0.06063241701721961,0.11750144263337041,0.9989713396837078,0.2383481220676909
2019-09,0.11253340835560557,0.11253340835560557,0.7033338022225348,0.028133352088901394,0.04220002813335209,0.12660008440005627,0.3094668729779153,1.0268673512449007,0.11253340835560557,0.05626670417780279,0.014066676044450697,0.6189337459558306,0.07033338022225348
2019-10,0.11005135730007337,0.0,0.2384446074834923,0.0,0.0,0.055025678650036686,0.12839325018341893,1.210564930300807,0.055025678650036686,0.018341892883345562,0.0,0.20176082171680115,0.0
2019-11,0.0,0.0,0.23255813953488372,0.0,0.0,0.0,0.0,1.2790697674418605,0.11627906976744186,0.0,0.0,0.0,0.0
2019-12,0.0,0.0,0.09704027171276079,0.0,0.0,0.0,0.048520135856380396,1.7467248908296942,0.048520135856380396,0.0,0.0,0.0,0.0
